city,ZipCode,Price,Pollution index,HospitalDistance,TouristScore,Bank/ATM,SchoolDistance,SoldDate,BiddedDate,DistToTown,isfloodedArea,IsTsunmaiAlertedArea,Population index,Latitude,Longtitude
Kollupitiya,300,88355206.84,98.32,0.0784,99.21,0.08,0.09,7/30/2017,,0.09,0,0,99.03,6.900556,79.853333
Kollupitiya,300,88259438.42,98.25,0.0788,99.08,0.08,0.09,7/30/2017,2/9/2017,0.09,1,0,98.91,6.900556,79.853333
Kollupitiya,300,88220510.56,97.91,0.0809,99.01,0.08,0.09,7/28/2017,9/28/2016,0.09,0,0,98.8,6.900556,79.853333
Kollupitiya,300,88142243.35,97.87,0.0819,98.97,0.08,0.1,7/28/2017,6/29/2012,0.09,0,0,98.68,6.900556,79.853333
Kollupitiya,300,88115611.86,97.72,0.085,98.85,0.09,0.1,7/28/2017,,0.1,0,0,98.58,6.900556,79.853333
Kollupitiya,300,88059652.51,97.66,0.0859,98.82,0.09,0.1,7/26/2017,1/25/2014,0.1,1,0,98.57,6.900556,79.853333
Kollupitiya,300,87786135.87,97.48,0.0884,98.78,0.1,0.11,7/24/2017,8/21/2012,0.1,0,0,98.52,6.900556,79.853333
Kollupitiya,300,87725784.78,97.48,0.0888,98.63,0.1,0.11,7/22/2017,5/8/2015,0.1,1,0,98.08,6.900556,79.853333
Kollupitiya,300,87717077.82,97.34,0.1074,98.61,0.11,0.11,7/20/2017,1/6/2014,0.11,1,0,98.08,6.900556,79.853333
Bambalapittiya,400,87569784.45,97.3,0.1117,98.58,0.11,0.11,7/20/2017,10/8/2016,0.12,0,0,97.88,6.888889,79.856667
Bambalapittiya,400,87482716.95,97.3,0.1211,98.53,0.13,0.11,7/15/2017,4/30/2012,0.12,1,0,97.74,6.888889,79.856667
Bambalapittiya,400,87410140.98,97.29,0.1218,98.43,0.13,0.11,7/14/2017,8/9/2012,0.14,1,0,97.5,6.888889,79.856667
Bambalapittiya,400,87407103.4,97.18,0.1257,98.33,0.13,0.12,7/13/2017,11/16/2014,0.14,0,0,97.44,6.888889,79.856667
Bambalapittiya,400,87196375.88,97.17,0.1271,98.31,0.13,0.12,7/11/2017,6/25/2013,0.14,0,0,97.39,6.888889,79.856667
Bambalapittiya,400,87140174.92,97.15,0.1272,97.82,0.13,0.13,7/8/2017,6/27/2014,0.14,0,0,97.38,6.888889,79.856667
Bambalapittiya,400,86980382.61,97.09,0.128,97.8,0.14,0.13,7/4/2017,12/9/2012,0.15,0,0,97.2,6.888889,79.856667
Bambalapittiya,400,86899484.71,97.08,0.1284,97.56,0.14,0.13,7/4/2017,,0.15,0,0,97.11,6.888889,79.856667
Bambalapittiya,400,86881777.37,96.67,0.1322,97.49,0.14,0.13,7/1/2017,2/1/2013,0.15,1,0,97.1,6.888889,79.856667
Bambalapittiya,400,86826209.62,96.3,0.1342,97.09,0.15,0.13,7/1/2017,1/21/2017,0.15,0,0,97.05,6.888889,79.856667
Bambalapittiya,400,86708683.54,96.22,0.1367,96.88,0.15,0.14,6/30/2017,2/24/2014,0.15,1,0,97.05,6.888889,79.856667
Bambalapittiya,400,86264754.81,96.02,0.137,96.84,0.15,0.14,6/27/2017,4/29/2018,0.15,1,0,96.9,6.888889,79.856667
Bambalapittiya,400,86215561.41,96,0.1413,96.64,0.16,0.14,6/26/2017,12/25/2016,0.16,1,0,96.87,6.888889,79.856667
Bambalapittiya,400,86192597.14,95.92,0.1416,96.52,0.16,0.14,6/25/2017,,0.16,0,0,96.82,6.888889,79.856667
Bambalapittiya,400,86122773.1,95.68,0.1475,96.45,0.16,0.15,6/22/2017,10/19/2016,0.17,1,0,96.67,6.888889,79.856667
Bambalapittiya,400,86107245.07,95.67,0.1486,96.45,0.16,0.15,6/22/2017,5/11/2014,0.17,0,0,96.65,6.888889,79.856667
Bambalapittiya,400,85949824.57,95.28,0.1518,96.4,0.17,0.16,6/19/2017,3/23/2012,0.17,1,0,96.52,6.888889,79.856667
Bambalapittiya,400,85781144.03,95.25,0.1546,96.28,0.17,0.16,6/18/2017,5/4/2015,0.17,0,0,96.47,6.888889,79.856667
Bambalapittiya,400,85687424.36,94.96,0.1636,96.27,0.17,0.16,6/14/2017,3/7/2017,0.18,0,0,96.33,6.888889,79.856667
Bambalapittiya,400,85666922.53,94.62,0.1678,96.22,0.18,0.16,6/13/2017,7/4/2016,0.18,1,0,96.33,6.888889,79.856667
Bambalapittiya,400,85666757.95,94.51,0.168,95.88,0.18,0.16,6/7/2017,3/31/2012,0.18,0,0,96.31,6.888889,79.856667
Bambalapittiya,400,85569369.27,94.48,0.1712,95.88,0.19,0.16,6/5/2017,3/31/2016,0.18,1,0,96.17,6.888889,79.856667
Bambalapittiya,400,85522577.13,94.41,0.1718,95.83,0.2,0.17,5/26/2017,10/19/2017,0.2,1,0,96.16,6.888889,79.856667
Bambalapittiya,400,85335045.08,94.13,0.1741,95.74,0.2,0.17,5/21/2017,8/1/2012,0.2,1,0,96.13,6.888889,79.856667
Bambalapittiya,400,85229161.42,94.02,0.1755,95.66,0.2,0.17,5/21/2017,2/17/2015,0.2,0,0,96.03,6.888889,79.856667
Bambalapittiya,400,85177882.44,93.97,0.1796,95.61,0.2,0.17,5/17/2017,11/22/2013,0.2,0,0,95.82,6.888889,79.856667
Havelock Town,500,85068253.02,93.9,0.1806,95.51,0.2,0.18,5/15/2017,12/7/2014,0.21,0,0,95.74,6.879444,79.865278
Havelock Town,500,84954641.71,93.78,0.1808,95.37,0.2,0.18,5/14/2017,11/9/2015,0.22,0,0,95.53,6.879444,79.865278
Havelock Town,500,84837183.03,93.59,0.1814,95.18,0.21,0.18,5/13/2017,4/1/2012,0.22,1,0,95.53,6.879444,79.865278
Havelock Town,500,84688558.73,93.52,0.1823,95.17,0.21,0.18,5/12/2017,5/13/2016,0.23,1,0,95.52,6.879444,79.865278
Havelock Town,500,84683205.11,93.45,0.1885,95.11,0.22,0.18,5/12/2017,12/5/2013,0.23,1,0,95.52,6.879444,79.865278
Havelock Town,500,84637483.97,93.41,0.191,95,0.22,0.18,5/11/2017,2/23/2013,0.23,1,0,95.24,6.879444,79.865278
Havelock Town,500,84542443.39,93.31,0.1961,94.95,0.22,0.19,5/4/2017,9/22/2013,0.24,0,0,95.19,6.879444,79.865278
Havelock Town,500,84502493.7,93.26,0.1971,94.89,0.22,0.2,4/30/2017,6/8/2014,0.24,1,0,95.16,6.879444,79.865278
Havelock Town,500,84475699.18,93.23,0.1975,94.82,0.23,0.2,4/30/2017,12/4/2015,0.24,0,0,95.14,6.879444,79.865278
Havelock Town,500,84440520.39,93.19,0.1996,94.72,0.23,0.2,4/29/2017,4/23/2018,0.24,0,0,95.07,6.879444,79.865278
Havelock Town,500,84402508.27,93.12,0.2028,94.65,0.23,0.21,4/23/2017,3/14/2016,0.24,0,0,94.99,6.879444,79.865278
Havelock Town,500,84330297.13,93.05,0.203,94.47,0.24,0.21,4/21/2017,5/1/2015,0.25,1,0,94.97,6.879444,79.865278
Havelock Town,500,84292668.34,93,0.2061,94.4,0.24,0.21,4/18/2017,10/18/2014,0.25,0,0,94.94,6.874657,79.860483
Wellawatha,600,84235588.32,92.91,0.2075,94.33,0.24,0.21,4/15/2017,,0.26,1,0,94.93,6.874657,79.860483
Wellawatha,600,84226516.22,92.36,0.2075,94.26,0.24,0.21,4/12/2017,6/3/2012,0.26,1,0,94.86,6.874657,79.860483
Wellawatha,600,84143457.84,92.28,0.2075,94.12,0.25,0.22,4/12/2017,3/16/2017,0.26,0,0,94.85,6.874657,79.860483
Wellawatha,600,84095770,92.15,0.2138,94.08,0.25,0.22,4/10/2017,4/21/2018,0.26,0,0,94.72,6.874657,79.860483
Wellawatha,600,83975984.77,92.14,0.2146,93.89,0.26,0.22,4/4/2017,11/24/2017,0.29,1,0,94.67,6.874657,79.860483
Wellawatha,600,83909709.84,91.95,0.2175,93.89,0.26,0.22,3/31/2017,2/26/2017,0.3,0,0,94.66,6.874657,79.860483
Wellawatha,600,83834003.44,91.89,0.2197,93.5,0.26,0.23,3/30/2017,8/9/2016,0.3,1,0,94.64,6.874657,79.860483
Wellawatha,600,83757470.34,91.84,0.2199,93.44,0.26,0.24,3/28/2017,1/26/2018,0.3,1,0,94.31,6.874657,79.860483
Wellawatha,600,83743441.15,91.8,0.2242,93.37,0.27,0.25,3/26/2017,7/24/2017,0.31,1,0,94.12,6.874657,79.860483
Wellawatha,600,83717244.45,91.77,0.2335,93,0.27,0.25,3/26/2017,6/29/2017,0.31,0,0,94.09,6.874657,79.860483
Wellawatha,600,83675187.41,91.61,0.2376,92.96,0.28,0.25,3/25/2017,11/6/2015,0.31,1,0,94.09,6.874657,79.860483
Wellawatha,600,83633857.77,91.57,0.2382,92.87,0.28,0.26,3/24/2017,7/14/2013,0.31,0,0,94.01,6.874657,79.860483
Dehiwala,10350,83599639.33,91.5,0.2445,92.83,0.28,0.26,3/24/2017,9/7/2017,0.32,1,0,93.99,6.873056,6.873056
Dehiwala,10350,83554854.98,91.49,0.2446,92.72,0.28,0.26,3/21/2017,6/22/2016,0.32,0,0,93.96,6.873056,6.873056
Dehiwala,10350,83492665.2,91.2,0.2487,92.67,0.29,0.26,3/20/2017,2/16/2018,0.32,1,0,93.93,6.873056,6.873056
Dehiwala,10350,83480713.82,91.08,0.2546,92.62,0.3,0.27,3/14/2017,2/13/2012,0.32,0,0,93.89,6.873056,6.873056
Dehiwala,10350,83424562.18,90.98,0.2646,92.62,0.31,0.27,3/13/2017,1/9/2015,0.33,0,0,93.88,6.873056,6.873056
Dehiwala,10350,83239463.76,90.95,0.27,92.59,0.31,0.27,3/13/2017,5/18/2016,0.33,0,0,93.75,6.873056,6.873056
Dehiwala,10350,83236458.6,90.9,0.2749,92.48,0.31,0.27,3/13/2017,10/10/2012,0.33,1,0,93.71,6.873056,6.873056
Dehiwala,10350,83205036.74,90.67,0.2779,92.47,0.31,0.27,3/10/2017,11/30/2016,0.33,0,0,93.33,6.873056,6.873056
Dehiwala,10350,83203256.48,90.37,0.2807,92.29,0.32,0.28,3/8/2017,,0.34,0,0,93.17,6.873056,6.873056
Dehiwala,10350,83176567.78,90.29,0.2839,92.26,0.32,0.29,3/8/2017,11/6/2016,0.34,1,0,93.01,6.873056,6.873056
Dehiwala,10350,83140928.88,90.07,0.284,92.11,0.33,0.29,3/5/2017,2/22/2012,0.35,1,0,92.79,6.873056,6.873056
Dehiwala,10350,82750643.23,90.01,0.2853,92.1,0.33,0.3,3/3/2017,11/26/2013,0.35,0,0,92.7,6.873056,6.873056
Dehiwala,10350,82735797.43,89.97,0.2993,91.92,0.33,0.3,2/24/2017,,0.36,1,0,92.68,6.873056,6.873056
Mountin Lavania,10370,82734890.85,89.86,0.3003,91.81,0.33,0.3,2/21/2017,6/8/2013,0.36,0,0,92.65,6.873056,79.875833
Mountin Lavania,10370,82730644.08,89.76,0.3096,91.76,0.34,0.3,2/20/2017,8/3/2015,0.36,1,0,92.63,6.873056,79.875833
Mountin Lavania,10370,82717333.77,89.75,0.3114,91.64,0.34,0.31,2/18/2017,10/19/2014,0.38,1,0,92.58,6.873056,79.875833
Mountin Lavania,10370,82655282.34,89.65,0.3186,91.61,0.34,0.31,2/18/2017,6/21/2015,0.38,0,0,92.47,6.873056,79.875833
Mountin Lavania,10370,82632968.37,89.6,0.3247,91.43,0.35,0.31,2/17/2017,1/14/2017,0.38,1,0,92.45,6.873056,79.875833
Mountin Lavania,10370,82589514.52,89.6,0.3273,91.39,0.35,0.31,2/14/2017,9/29/2013,0.39,1,0,92.42,6.873056,79.875833
Mountin Lavania,10370,82380872.14,89.57,0.3276,91.33,0.36,0.31,2/10/2017,9/4/2016,0.39,1,0,92.35,6.873056,79.875833
Mountin Lavania,10370,82294423.91,89.54,0.3348,91.21,0.36,0.31,2/9/2017,10/28/2013,0.39,0,0,92.34,6.873056,79.875833
Mountin Lavania,10370,82236708.5,89.34,0.3369,91.19,0.36,0.31,2/8/2017,2/22/2017,0.39,0,0,92.21,6.873056,79.875833
Mountin Lavania,10370,82186809.48,88.91,0.3395,91.13,0.36,0.32,2/7/2017,6/20/2014,0.39,0,0,92.15,6.873056,79.875833
Ratmalana,10390,82068471.74,88.89,0.3398,90.88,0.36,0.32,2/6/2017,10/29/2014,0.39,0,0,92.06,6.821944,79.886111
Ratmalana,10390,81662272.71,88.84,0.3479,90.82,0.37,0.32,2/4/2017,6/5/2014,0.4,0,0,91.95,6.821944,79.886111
Ratmalana,10390,81644315.82,88.71,0.3486,90.74,0.37,0.32,2/3/2017,9/13/2013,0.4,0,0,91.94,6.821944,79.886111
Ratmalana,10390,81643111.33,88.51,0.3518,90.64,0.37,0.33,2/1/2017,,0.4,1,0,91.9,6.821944,79.886111
Ratmalana,10390,81549351.15,88.48,0.3523,90.53,0.38,0.33,1/29/2017,3/30/2015,0.41,1,0,91.86,6.821944,79.886111
Ratmalana,10390,81521627.07,88.35,0.3535,90.48,0.38,0.33,1/29/2017,10/30/2017,0.41,1,0,91.46,6.821944,79.886111
Ratmalana,10390,81457264.53,88.31,0.3545,90.2,0.38,0.34,1/20/2017,5/9/2012,0.41,0,0,91.36,6.821944,79.886111
Ratmalana,10390,81420317.92,87.9,0.3556,90.15,0.38,0.35,1/18/2017,1/18/2013,0.41,0,0,91.2,6.821944,79.886111
Ratmalana,10390,81344505.75,87.59,0.3565,90.08,0.38,0.35,1/15/2017,3/25/2018,0.41,0,0,91.12,6.821944,79.886111
Moratuwa,10400,81119058.96,87.5,0.3579,89.97,0.39,0.35,1/13/2017,9/15/2017,0.42,0,0,91.1,6.799072,79.876678
Moratuwa,10400,81087769.73,87.09,0.3583,89.97,0.39,0.36,1/12/2017,3/3/2016,0.42,1,0,91.03,6.799072,79.876678
Moratuwa,10400,81077447.44,87.02,0.3623,89.77,0.39,0.36,1/11/2017,10/5/2012,0.42,1,0,90.81,6.799072,79.876678
Moratuwa,10400,81062992.93,86.94,0.3652,89.74,0.39,0.37,1/6/2017,6/24/2012,0.43,0,0,90.77,6.799072,79.876678
Moratuwa,10400,81018496.62,86.91,0.3676,89.58,0.39,0.37,1/6/2017,,0.44,1,0,90.77,6.799072,79.876678
Moratuwa,10400,80991764.4,86.8,0.3732,89.28,0.39,0.37,1/3/2017,5/27/2016,0.44,1,0,90.73,6.799072,79.876678
Moratuwa,10400,80987879.09,86.7,0.3741,88.92,0.4,0.37,1/2/2017,,0.44,0,0,90.69,6.799072,79.876678
Moratuwa,10400,80862335.66,86.53,0.3788,88.83,0.41,0.37,1/1/2017,11/1/2016,0.44,0,0,90.13,6.799072,79.876678
Moratuwa,10400,80818958.23,86.47,0.3799,88.83,0.42,0.37,1/1/2017,5/6/2012,0.44,1,0,90.06,6.799072,79.876678
colombo-07,700,80801151.08,86.44,0.3802,88.67,0.42,0.37,12/29/2016,10/27/2015,0.44,1,0,89.98,6.906667,79.863333
colombo-07,700,80765897.92,86.39,0.3835,88.55,0.43,0.38,12/27/2016,8/5/2014,0.45,0,0,89.68,6.906667,79.863333
colombo-07,700,80755396.57,86.23,0.3947,88.54,0.44,0.38,12/23/2016,9/28/2016,0.45,1,0,89.62,6.906667,79.863333
colombo-07,700,80729331.61,86.09,0.395,88.4,0.44,0.38,12/22/2016,11/18/2016,0.45,0,0,89.57,6.906667,79.863333
colombo-07,700,80617279.86,86.01,0.3996,88.37,0.44,0.38,12/21/2016,3/26/2012,0.45,1,0,89.55,6.906667,79.863333
colombo-07,700,80556895.46,85.94,0.4037,88.12,0.44,0.38,12/19/2016,,0.45,1,0,89.24,6.906667,79.863333
colombo-07,700,80504492.23,85.74,0.4038,88.03,0.45,0.39,12/18/2016,10/7/2016,0.46,1,0,89.09,6.906667,79.863333
colombo-07,700,80496265.56,85.59,0.4085,87.72,0.45,0.39,12/18/2016,6/9/2017,0.46,0,0,89.07,6.906667,79.863333
colombo-07,700,80448256.79,85.53,0.4105,87.71,0.45,0.39,12/17/2016,3/4/2014,0.46,0,0,89.07,6.906667,79.863333
colombo-07,700,80372541.64,85.45,0.4148,87.67,0.45,0.39,12/13/2016,9/25/2017,0.46,1,0,88.94,6.906667,79.863333
colombo-07,700,80317764.28,85.13,0.4238,87.65,0.45,0.39,12/5/2016,10/17/2016,0.46,1,0,88.88,6.906667,79.863333
colombo-07,700,80263749.21,85.04,0.4265,87.64,0.45,0.39,12/5/2016,3/3/2012,0.47,0,0,88.67,6.906667,79.863333
colombo-07,700,80161605.05,84.84,0.4275,87.63,0.45,0.4,12/3/2016,1/3/2013,0.47,0,0,88.58,6.906667,79.863333
colombo-07,700,80130034.47,84.63,0.4289,87.59,0.46,0.4,12/3/2016,11/2/2012,0.47,0,0,88.46,6.906667,79.863333
colombo-07,700,80017267.13,84.54,0.43,87.51,0.46,0.4,12/2/2016,1/20/2013,0.47,1,0,88.45,6.906667,79.863333
colombo-07,700,79994410.39,84.5,0.4305,87.33,0.46,0.4,12/1/2016,8/10/2014,0.48,1,0,88.35,6.906667,79.863333
colombo-07,700,79994031.64,84.24,0.4331,87.19,0.47,0.4,11/29/2016,9/2/2013,0.48,1,0,88.22,6.906667,79.863333
colombo-07,700,79973205.37,83.83,0.4334,87.07,0.47,0.41,11/25/2016,7/16/2015,0.48,0,0,88.16,6.906667,79.863333
colombo-07,700,79881856.87,83.65,0.4343,86.89,0.48,0.41,11/22/2016,2/13/2014,0.48,0,0,88.03,6.906667,79.863333
colombo-07,700,79711839.62,83.53,0.4344,86.87,0.48,0.42,11/21/2016,6/1/2016,0.48,0,0,87.81,6.906667,79.863333
Kollupitiya,300,79561686.14,83.11,0.44,86.86,0.49,0.42,11/18/2016,12/4/2015,0.49,1,0,87.78,6.900556,79.853333
Kollupitiya,300,79486170.67,83.01,0.4425,86.83,0.49,0.42,11/11/2016,12/11/2013,0.49,0,0,87.46,6.900556,79.853333
Kollupitiya,300,79360623.4,82.91,0.4442,86.83,0.49,0.42,11/11/2016,12/16/2015,0.49,0,0,87.21,6.900556,79.853333
Kollupitiya,300,79358850.33,82.73,0.4458,86.54,0.49,0.43,11/7/2016,4/3/2012,0.49,0,0,87.14,6.900556,79.853333
Kollupitiya,300,79226378.07,82.66,0.4465,86.38,0.5,0.43,11/4/2016,1/30/2012,0.49,0,0,87.14,6.900556,79.853333
Kollupitiya,300,79214341.16,82.64,0.4541,86.35,0.5,0.44,11/3/2016,1/21/2018,0.5,0,0,87.12,6.900556,79.853333
Kollupitiya,300,79155394.54,82.56,0.4564,86.12,0.5,0.44,11/3/2016,4/28/2015,0.5,0,0,86.96,6.900556,79.853333
Kollupitiya,300,78895695.65,82.55,0.4566,86.08,0.5,0.44,11/3/2016,2/15/2013,0.5,1,0,86.88,6.900556,79.853333
Kollupitiya,300,78854871.89,82.49,0.4608,85.97,0.5,0.44,11/2/2016,1/23/2017,0.5,0,0,86.85,6.900556,79.853333
Kollupitiya,300,78813883.26,82.27,0.463,85.92,0.5,0.44,10/29/2016,10/12/2016,0.52,1,0,86.85,6.900556,79.853333
Kollupitiya,300,78794735.1,82.05,0.4658,85.79,0.5,0.44,10/26/2016,7/5/2017,0.52,0,0,86.82,6.900556,79.853333
Kollupitiya,300,78769526.4,82.01,0.4673,85.75,0.5,0.45,10/26/2016,7/4/2015,0.54,0,0,86.56,6.900556,79.853333
Kollupitiya,300,78757114.36,81.72,0.4674,85.6,0.5,0.45,10/24/2016,4/5/2018,0.54,0,0,86.48,6.900556,79.853333
Kollupitiya,300,78658091.43,81.22,0.4708,85.44,0.5,0.45,10/24/2016,5/19/2017,0.54,0,0,86.44,6.900556,79.853333
Kollupitiya,300,78604297.49,81.13,0.4763,85.4,0.5,0.45,10/24/2016,8/23/2015,0.54,0,0,86.42,6.900556,79.853333
Kollupitiya,300,78582812.89,81.07,0.4772,85.2,0.51,0.45,10/24/2016,1/1/2016,0.54,0,0,86.35,6.900556,79.853333
Kollupitiya,300,78502920.32,81.06,0.4786,85.18,0.52,0.45,10/21/2016,6/8/2012,0.54,1,0,86.32,6.900556,79.853333
Kollupitiya,300,78362018.31,80.9,0.4815,85.17,0.52,0.46,10/17/2016,5/4/2013,0.55,0,0,86.21,6.900556,79.853333
Kollupitiya,300,78290341.37,80.82,0.4858,85.16,0.52,0.46,10/16/2016,3/26/2014,0.55,0,0,86.19,6.900556,79.853333
Kollupitiya,300,78191539.68,80.79,0.4858,85.07,0.53,0.46,10/13/2016,2/28/2017,0.55,0,0,86.18,6.900556,79.853333
Kollupitiya,300,78164827.11,80.73,0.4906,85,0.53,0.47,10/12/2016,,0.55,0,0,86.1,6.900556,79.853333
Kollupitiya,300,78014472.49,80.7,0.4918,84.99,0.53,0.47,10/8/2016,2/19/2018,0.55,1,0,86.09,6.900556,79.853333
Kollupitiya,300,77816563.26,80.7,0.4942,84.86,0.53,0.47,10/6/2016,11/19/2013,0.55,1,0,85.89,6.900556,79.853333
Bambalapittiya,400,77657178.52,80.61,0.4981,84.7,0.54,0.47,10/2/2016,10/17/2016,0.57,0,0,85.72,6.888889,79.856667
Bambalapittiya,400,77341410.65,80.59,0.499,84.66,0.54,0.47,10/2/2016,9/29/2012,0.57,0,0,85.66,6.888889,79.856667
Bambalapittiya,400,77298909.8,80.52,0.5009,84.36,0.55,0.47,9/27/2016,12/15/2013,0.57,0,0,85.63,6.888889,79.856667
Bambalapittiya,400,77251788,80.38,0.5045,84.22,0.55,0.47,9/27/2016,5/21/2013,0.58,1,0,85.5,6.888889,79.856667
Bambalapittiya,400,77200031.13,80.37,0.5051,84.17,0.55,0.48,9/22/2016,4/15/2013,0.58,1,0,85.12,6.888889,79.856667
Bambalapittiya,400,77188674.91,80.16,0.5128,84.05,0.55,0.48,9/20/2016,,0.59,0,0,84.96,6.888889,79.856667
Bambalapittiya,400,77116815.12,79.89,0.5154,83.92,0.56,0.48,9/15/2016,12/9/2016,0.59,1,0,84.9,6.888889,79.856667
Bambalapittiya,400,77076280.31,79.63,0.5168,83.92,0.56,0.48,9/15/2016,8/21/2013,0.59,1,0,84.59,6.888889,79.856667
Bambalapittiya,400,77011594.8,79.51,0.5216,83.8,0.56,0.48,9/14/2016,6/17/2017,0.59,1,0,84.54,6.888889,79.856667
Bambalapittiya,400,76892205.35,79.43,0.5222,83.67,0.56,0.49,9/13/2016,10/17/2014,0.59,1,0,84.29,6.888889,79.856667
Bambalapittiya,400,76798201.04,79.4,0.5238,83.65,0.58,0.5,9/13/2016,,0.59,1,0,84.25,6.888889,79.856667
Bambalapittiya,400,76733265.78,79.38,0.532,83.62,0.58,0.5,9/12/2016,8/2/2017,0.59,0,0,84.24,6.888889,79.856667
Bambalapittiya,400,76681981.62,79.35,0.5333,83.59,0.58,0.5,9/11/2016,8/24/2017,0.6,0,0,84.18,6.888889,79.856667
Bambalapittiya,400,76621997.19,79.18,0.5363,83.54,0.58,0.51,9/2/2016,2/17/2014,0.6,0,0,84.04,6.888889,79.856667
Bambalapittiya,400,76576118.96,78.97,0.5413,83.37,0.58,0.51,8/31/2016,1/23/2012,0.6,1,0,83.92,6.888889,79.856667
Bambalapittiya,400,76361372.27,78.88,0.5415,83.23,0.59,0.52,8/28/2016,10/18/2014,0.6,1,0,83.69,6.888889,79.856667
Bambalapittiya,400,76346121.4,78.82,0.5419,83.19,0.59,0.52,8/27/2016,8/6/2014,0.61,0,0,83.6,6.888889,79.856667
Bambalapittiya,400,76261196.9,78.79,0.5426,83.12,0.59,0.53,8/25/2016,6/2/2016,0.61,1,0,83.35,6.888889,79.856667
Bambalapittiya,400,76251554.37,78.67,0.5481,83.11,0.6,0.54,8/21/2016,12/6/2017,0.62,0,0,83.26,6.888889,79.856667
Bambalapittiya,400,76207187.91,78.63,0.5519,83.1,0.6,0.54,8/17/2016,1/13/2017,0.62,0,0,83.18,6.888889,79.856667
Bambalapittiya,400,76180934.92,78.16,0.5526,83.09,0.6,0.54,8/3/2016,7/19/2017,0.62,1,0,83.15,6.888889,79.856667
Bambalapittiya,400,76143011.05,78.12,0.5602,83.06,0.6,0.54,8/2/2016,9/25/2013,0.62,0,0,83.15,6.888889,79.856667
Bambalapittiya,400,76139591.19,78.07,0.5614,82.82,0.61,0.55,7/31/2016,1/7/2018,0.62,0,0,83.09,6.888889,79.856667
Bambalapittiya,400,76136276.74,78.04,0.5644,82.7,0.61,0.56,7/28/2016,12/26/2012,0.62,1,0,82.91,6.888889,79.856667
Bambalapittiya,400,76114201.61,78,0.5716,82.61,0.61,0.56,7/23/2016,1/1/2013,0.62,0,0,82.85,6.888889,79.856667
Bambalapittiya,400,76012921,77.94,0.572,82.52,0.61,0.57,7/23/2016,4/7/2018,0.62,0,0,82.63,6.888889,79.856667
Bambalapittiya,400,75986570.87,77.64,0.5752,82.34,0.62,0.57,7/23/2016,,0.63,1,0,82.63,6.888889,79.856667
Bambalapittiya,400,75916089.02,77.48,0.5761,82.29,0.62,0.57,7/23/2016,6/11/2017,0.63,0,0,82.59,6.888889,79.856667
Bambalapittiya,400,75849410.38,77.48,0.5778,82.27,0.62,0.57,7/19/2016,12/31/2013,0.63,0,0,82.52,6.888889,79.856667
Bambalapittiya,400,75829820.31,77.36,0.5847,82.26,0.62,0.57,7/19/2016,11/20/2014,0.64,1,0,82.33,6.888889,79.856667
Bambalapittiya,400,75808169.94,77.15,0.5918,82.2,0.62,0.57,7/17/2016,4/5/2015,0.64,1,0,82.26,6.888889,79.856667
Bambalapittiya,400,75672136.12,77.11,0.5984,82.1,0.63,0.57,7/15/2016,,0.64,0,0,82.25,6.888889,79.856667
Bambalapittiya,400,75635637.4,76.73,0.599,82.07,0.63,0.57,7/12/2016,4/7/2014,0.66,1,0,82.09,6.888889,79.856667
Bambalapittiya,400,75560577.74,76.55,0.5993,82.02,0.63,0.58,7/6/2016,10/25/2014,0.66,0,0,81.96,6.888889,79.856667
